filename,label
data/physionet/wav/training_a/a0313.wav,1
data/physionet/wav/training_e/e01264.wav,0
data/physionet/wav/training_e/e00867.wav,0
data/physionet/wav/training_e/e00013.wav,0
data/physionet/wav/training_b/b0346.wav,0
data/physionet/wav/training_e/e02041.wav,0
data/physionet/wav/training_e/e01580.wav,0
data/physionet/wav/training_e/e00336.wav,1
data/physionet/wav/training_e/e01733.wav,0
data/physionet/wav/training_b/b0033.wav,1
data/physionet/wav/training_e/e00461.wav,1
data/physionet/wav/training_a/a0257.wav,1
data/physionet/wav/training_e/e00117.wav,0
data/physionet/wav/training_e/e02116.wav,0
data/physionet/wav/training_e/e00665.wav,0
data/physionet/wav/training_e/e01585.wav,0
data/physionet/wav/training_e/e00155.wav,0
data/physionet/wav/training_a/a0381.wav,1
data/physionet/wav/training_a/a0403.wav,1
data/physionet/wav/training_e/e01875.wav,0
data/physionet/wav/training_e/e00168.wav,0
data/physionet/wav/training_e/e00522.wav,0
data/physionet/wav/training_b/b0261.wav,0
data/physionet/wav/training_e/e00884.wav,0
data/physionet/wav/training_e/e00839.wav,0
data/physionet/wav/training_b/b0427.wav,1
data/physionet/wav/training_b/b0184.wav,0
data/physionet/wav/training_e/e00288.wav,0
data/physionet/wav/training_b/b0125.wav,0
data/physionet/wav/training_f/f0114.wav,0
data/physionet/wav/training_e/e01385.wav,0
data/physionet/wav/training_e/e01793.wav,0
data/physionet/wav/training_e/e00077.wav,0
data/physionet/wav/training_e/e01852.wav,0
data/physionet/wav/training_a/a0136.wav,0
data/physionet/wav/training_e/e01953.wav,1
data/physionet/wav/training_e/e00163.wav,0
data/physionet/wav/training_a/a0036.wav,1
data/physionet/wav/training_e/e00609.wav,0
data/physionet/wav/training_e/e00694.wav,0
data/physionet/wav/training_b/b0484.wav,1
data/physionet/wav/training_e/e01566.wav,0
data/physionet/wav/training_e/e01295.wav,0
data/physionet/wav/training_e/e00216.wav,1
data/physionet/wav/training_e/e01033.wav,0
data/physionet/wav/training_e/e01555.wav,0
data/physionet/wav/training_e/e00312.wav,0
data/physionet/wav/training_e/e00746.wav,0
data/physionet/wav/training_a/a0320.wav,1
data/physionet/wav/training_e/e00129.wav,0
data/physionet/wav/training_a/a0040.wav,1
data/physionet/wav/training_e/e01252.wav,0
data/physionet/wav/training_e/e00973.wav,0
data/physionet/wav/training_a/a0196.wav,0
data/physionet/wav/training_e/e00834.wav,0
data/physionet/wav/training_e/e01879.wav,0
data/physionet/wav/training_e/e00113.wav,0
data/physionet/wav/training_e/e00147.wav,0
data/physionet/wav/training_a/a0117.wav,1
data/physionet/wav/training_e/e02084.wav,0
data/physionet/wav/training_e/e01423.wav,0
data/physionet/wav/training_e/e02009.wav,0
data/physionet/wav/training_e/e00845.wav,0
data/physionet/wav/training_b/b0335.wav,1
data/physionet/wav/training_e/e00532.wav,0
data/physionet/wav/training_e/e01982.wav,0
data/physionet/wav/training_a/a0314.wav,1
data/physionet/wav/training_e/e01861.wav,0
data/physionet/wav/training_e/e00182.wav,0
data/physionet/wav/training_e/e00101.wav,0
data/physionet/wav/training_e/e01114.wav,0
data/physionet/wav/training_e/e00234.wav,0
data/physionet/wav/training_e/e01738.wav,0
data/physionet/wav/training_e/e01979.wav,0
data/physionet/wav/training_e/e00791.wav,0
data/physionet/wav/training_e/e00247.wav,0
data/physionet/wav/training_e/e01727.wav,0
data/physionet/wav/training_e/e00418.wav,0
data/physionet/wav/training_e/e01343.wav,0
data/physionet/wav/training_e/e01263.wav,1
data/physionet/wav/training_a/a0354.wav,1
data/physionet/wav/training_e/e01527.wav,0
data/physionet/wav/training_e/e01632.wav,0
data/physionet/wav/training_e/e01863.wav,0
data/physionet/wav/training_b/b0489.wav,0
data/physionet/wav/training_b/b0316.wav,0
data/physionet/wav/training_e/e02109.wav,0
data/physionet/wav/training_e/e01855.wav,1
data/physionet/wav/training_e/e00876.wav,0
data/physionet/wav/training_e/e01429.wav,0
data/physionet/wav/training_a/a0158.wav,1
data/physionet/wav/training_e/e00662.wav,0
data/physionet/wav/training_e/e01427.wav,0
data/physionet/wav/training_e/e00976.wav,0
data/physionet/wav/training_f/f0025.wav,0
data/physionet/wav/training_a/a0315.wav,1
data/physionet/wav/training_e/e02027.wav,0
data/physionet/wav/training_e/e01902.wav,0
data/physionet/wav/training_e/e01360.wav,0
data/physionet/wav/training_e/e02039.wav,0
data/physionet/wav/training_e/e00539.wav,1
data/physionet/wav/training_b/b0430.wav,0
data/physionet/wav/training_a/a0350.wav,1
data/physionet/wav/training_e/e00081.wav,0
data/physionet/wav/training_d/d0033.wav,1
data/physionet/wav/training_e/e00743.wav,0
data/physionet/wav/training_e/e00728.wav,0
data/physionet/wav/training_a/a0405.wav,0
data/physionet/wav/training_b/b0296.wav,0
data/physionet/wav/training_e/e00905.wav,0
data/physionet/wav/training_e/e00809.wav,0
data/physionet/wav/training_c/c0003.wav,0
data/physionet/wav/training_e/e00273.wav,0
data/physionet/wav/training_f/f0061.wav,0
data/physionet/wav/training_b/b0395.wav,1
data/physionet/wav/training_a/a0076.wav,1
data/physionet/wav/training_e/e01478.wav,0
data/physionet/wav/training_e/e01969.wav,0
data/physionet/wav/training_e/e01150.wav,0
data/physionet/wav/training_b/b0192.wav,0
data/physionet/wav/training_e/e00060.wav,0
data/physionet/wav/training_e/e01837.wav,0
data/physionet/wav/training_e/e00674.wav,0
data/physionet/wav/training_e/e01127.wav,0
data/physionet/wav/training_e/e00372.wav,0
data/physionet/wav/training_b/b0370.wav,0
data/physionet/wav/training_b/b0356.wav,0
data/physionet/wav/training_e/e01835.wav,0
data/physionet/wav/training_e/e01490.wav,0
data/physionet/wav/training_e/e01747.wav,0
data/physionet/wav/training_b/b0465.wav,1
data/physionet/wav/training_e/e00348.wav,0
data/physionet/wav/training_e/e01746.wav,0
data/physionet/wav/training_a/a0054.wav,1
data/physionet/wav/training_e/e01554.wav,0
data/physionet/wav/training_e/e01614.wav,0
data/physionet/wav/training_e/e00260.wav,0
data/physionet/wav/training_a/a0242.wav,1
data/physionet/wav/training_a/a0192.wav,1
data/physionet/wav/training_b/b0401.wav,0
data/physionet/wav/training_e/e00644.wav,0
data/physionet/wav/training_d/d0055.wav,0
data/physionet/wav/training_a/a0365.wav,1
data/physionet/wav/training_e/e00019.wav,0
data/physionet/wav/training_a/a0406.wav,0
data/physionet/wav/training_e/e00306.wav,0
data/physionet/wav/training_e/e01492.wav,0
data/physionet/wav/training_b/b0236.wav,0
data/physionet/wav/training_a/a0266.wav,0
data/physionet/wav/training_e/e01531.wav,1
data/physionet/wav/training_e/e01364.wav,0
data/physionet/wav/training_e/e01923.wav,0
data/physionet/wav/training_a/a0190.wav,1
data/physionet/wav/training_b/b0110.wav,0
data/physionet/wav/training_e/e01644.wav,0
data/physionet/wav/training_e/e00781.wav,0
data/physionet/wav/training_e/e00443.wav,0
data/physionet/wav/training_e/e00432.wav,0
data/physionet/wav/training_e/e01639.wav,0
data/physionet/wav/training_b/b0006.wav,0
data/physionet/wav/training_e/e01783.wav,0
data/physionet/wav/training_b/b0410.wav,0
data/physionet/wav/training_f/f0059.wav,0
data/physionet/wav/training_e/e00298.wav,0
data/physionet/wav/training_e/e01964.wav,0
data/physionet/wav/training_e/e00158.wav,0
data/physionet/wav/training_b/b0310.wav,0
data/physionet/wav/training_a/a0044.wav,1
data/physionet/wav/training_b/b0076.wav,0
data/physionet/wav/training_b/b0469.wav,0
data/physionet/wav/training_e/e01980.wav,0
data/physionet/wav/training_a/a0274.wav,0
data/physionet/wav/training_e/e01487.wav,0
data/physionet/wav/training_e/e00754.wav,0
data/physionet/wav/training_e/e00476.wav,0
data/physionet/wav/training_a/a0235.wav,0
data/physionet/wav/training_e/e01620.wav,0
data/physionet/wav/training_e/e01809.wav,0
data/physionet/wav/training_e/e00134.wav,0
data/physionet/wav/training_e/e02029.wav,0
data/physionet/wav/training_b/b0075.wav,0
data/physionet/wav/training_e/e01319.wav,0
data/physionet/wav/training_e/e00470.wav,0
data/physionet/wav/training_e/e00550.wav,0
data/physionet/wav/training_e/e00058.wav,0
data/physionet/wav/training_e/e02017.wav,0
data/physionet/wav/training_e/e01047.wav,0
data/physionet/wav/training_e/e01002.wav,0
data/physionet/wav/training_e/e01243.wav,0
data/physionet/wav/training_e/e00245.wav,0
data/physionet/wav/training_b/b0056.wav,0
data/physionet/wav/training_e/e00580.wav,0
